match_id,innings,batting_team,over,over_runs,legal_balls,wickets,over_run_rate,wicket_over,high_scoring_over,momentum
1527684,1,Royal Challengers Bengaluru,2,6,6,0,6.0,0,0,Medium
1527684,1,Royal Challengers Bengaluru,3,16,6,0,16.0,0,1,Very High
1527684,1,Royal Challengers Bengaluru,4,10,6,1,10.0,1,0,High
1527684,1,Royal Challengers Bengaluru,5,8,6,0,8.0,0,0,Medium
1527684,1,Royal Challengers Bengaluru,6,15,6,0,15.0,0,1,Very High
1527684,1,Royal Challengers Bengaluru,7,10,6,0,10.0,0,0,High
1527684,1,Royal Challengers Bengaluru,8,11,6,0,11.0,0,0,High
1527684,1,Royal Challengers Bengaluru,9,4,6,0,4.0,0,0,Low
1527684,1,Royal Challengers Bengaluru,10,7,6,1,7.0,1,0,Medium
1527684,1,Royal Challengers Bengaluru,11,16,6,0,16.0,0,1,Very High
1527684,1,Royal Challengers Bengaluru,12,23,6,0,23.0,0,1,Very High
1527684,1,Royal Challengers Bengaluru,13,14,6,0,14.0,0,0,High
1527684,1,Royal Challengers Bengaluru,14,2,6,1,2.0,1,0,Low
1527684,1,Royal Challengers Bengaluru,15,19,6,0,19.0,0,1,Very High
1527684,1,Royal Challengers Bengaluru,16,21,6,0,21.0,0,1,Very High
1527684,1,Royal Challengers Bengaluru,17,14,6,0,14.0,0,0,High
1527684,1,Royal Challengers Bengaluru,18,30,6,0,30.0,0,1,Very High
1527684,1,Royal Challengers Bengaluru,19,13,6,0,13.0,0,0,High
1527684,2,Chennai Super Kings,0,10,6,1,10.0,1,0,High
1527684,2,Chennai Super Kings,1,8,6,1,8.0,1,0,Medium
1527684,2,Chennai Super Kings,2,12,6,1,12.0,1,0,High
1527684,2,Chennai Super Kings,3,11,6,0,11.0,0,0,High
1527684,2,Chennai Super Kings,4,23,6,0,23.0,0,1,Very High
1527684,2,Chennai Super Kings,5,13,6,0,13.0,0,0,High
1527684,2,Chennai Super Kings,6,7,6,2,7.0,1,0,Medium
1527684,2,Chennai Super Kings,7,10,6,0,10.0,0,0,High
1527684,2,Chennai Super Kings,8,11,6,0,11.0,0,0,High
1527684,2,Chennai Super Kings,9,4,6,1,4.0,1,0,Low
1527684,2,Chennai Super Kings,10,8,6,0,8.0,0,0,Medium
1527684,2,Chennai Super Kings,11,19,6,0,19.0,0,1,Very High
1527684,2,Chennai Super Kings,12,3,6,0,3.0,0,0,Low
1527684,2,Chennai Super Kings,13,18,6,0,18.0,0,1,Very High
1527684,2,Chennai Super Kings,14,8,6,0,8.0,0,0,Medium
1527684,2,Chennai Super Kings,15,13,6,1,13.0,1,0,High
1527684,2,Chennai Super Kings,16,2,6,1,2.0,1,0,Low
1527684,2,Chennai Super Kings,17,10,6,1,10.0,1,0,High
1527684,2,Chennai Super Kings,18,14,6,0,14.0,0,0,High
1527684,2,Chennai Super Kings,19,3,4,1,4.5,1,0,Low
1527685,1,Kolkata Knight Riders,0,12,6,0,12.0,0,0,High
1527685,1,Kolkata Knight Riders,1,4,6,2,4.0,1,0,Low
1527685,1,Kolkata Knight Riders,2,4,6,0,4.0,0,0,Low
1527685,1,Kolkata Knight Riders,3,5,4,0,7.5,0,0,Low
1527686,1,Rajasthan Royals,0,22,6,0,22.0,0,1,Very High
1527686,1,Rajasthan Royals,1,14,6,0,14.0,0,0,High
1527686,1,Rajasthan Royals,2,22,6,0,22.0,0,1,Very High
1527686,1,Rajasthan Royals,3,4,6,0,4.0,0,0,Low
1527686,1,Rajasthan Royals,4,18,6,1,18.0,1,1,Very High
1527686,1,Rajasthan Royals,5,9,6,1,9.0,1,0,Medium
1527686,1,Rajasthan Royals,6,8,6,0,8.0,0,0,Medium
1527686,1,Rajasthan Royals,7,13,6,0,13.0,0,0,High
1527686,1,Rajasthan Royals,8,12,6,1,12.0,1,0,High
1527686,1,Rajasthan Royals,9,10,6,0,10.0,0,0,High
1527686,1,Rajasthan Royals,10,18,6,0,18.0,0,1,Very High
1527686,2,Mumbai Indians,0,10,6,1,10.0,1,0,High
1527686,2,Mumbai Indians,1,12,6,1,12.0,1,0,High
1527686,2,Mumbai Indians,2,3,6,1,3.0,1,0,Low
1527686,2,Mumbai Indians,3,11,6,0,11.0,0,0,High
1527686,2,Mumbai Indians,4,10,6,2,10.0,1,0,High
1527686,2,Mumbai Indians,5,14,6,0,14.0,0,0,High
1527686,2,Mumbai Indians,6,15,6,0,15.0,0,1,Very High
1527686,2,Mumbai Indians,7,19,6,1,19.0,1,1,Very High
1527686,2,Mumbai Indians,8,13,6,1,13.0,1,0,High
1527686,2,Mumbai Indians,9,9,6,1,9.0,1,0,Medium
1527686,2,Mumbai Indians,10,7,6,1,7.0,1,0,Medium
1527687,1,Gujarat Titans,0,11,6,0,11.0,0,0,High
1527687,1,Gujarat Titans,1,7,6,0,7.0,0,0,Medium
1527687,1,Gujarat Titans,2,9,6,1,9.0,1,0,Medium
1527687,1,Gujarat Titans,3,13,6,0,13.0,0,0,High
1527687,1,Gujarat Titans,4,23,6,0,23.0,0,1,Very High
1527687,1,Gujarat Titans,5,5,6,0,5.0,0,0,Low
1527687,1,Gujarat Titans,6,9,6,0,9.0,0,0,Medium
1527687,1,Gujarat Titans,7,8,6,1,8.0,1,0,Medium
1527687,1,Gujarat Titans,8,5,6,0,5.0,0,0,Low
1527687,1,Gujarat Titans,9,11,6,0,11.0,0,0,High
1527687,1,Gujarat Titans,10,9,6,0,9.0,0,0,Medium
1527687,1,Gujarat Titans,11,23,6,0,23.0,0,1,Very High
1527687,1,Gujarat Titans,12,9,6,0,9.0,0,0,Medium
1527687,1,Gujarat Titans,13,10,6,0,10.0,0,0,High
1527687,1,Gujarat Titans,14,9,6,0,9.0,0,0,Medium
1527687,1,Gujarat Titans,15,7,6,0,7.0,0,0,Medium
1527687,1,Gujarat Titans,16,14,6,0,14.0,0,0,High
1527687,1,Gujarat Titans,17,3,6,1,3.0,1,0,Low
1527687,1,Gujarat Titans,18,13,6,0,13.0,0,0,High
1527687,1,Gujarat Titans,19,12,6,1,12.0,1,0,High
1527687,2,Delhi Capitals,0,14,6,0,14.0,0,0,High
1527687,2,Delhi Capitals,1,6,6,0,6.0,0,0,Medium
1527687,2,Delhi Capitals,2,7,6,0,7.0,0,0,Medium
1527687,2,Delhi Capitals,3,9,6,0,9.0,0,0,Medium
1527687,2,Delhi Capitals,4,4,6,0,4.0,0,0,Low
1527687,2,Delhi Capitals,5,23,6,0,23.0,0,1,Very High
1527687,2,Delhi Capitals,6,8,6,0,8.0,0,0,Medium
1527687,2,Delhi Capitals,7,5,6,0,5.0,0,0,Low
1527687,2,Delhi Capitals,8,21,6,1,21.0,1,1,Very High
1527687,2,Delhi Capitals,9,4,6,2,4.0,1,0,Low
1527687,2,Delhi Capitals,10,11,6,0,11.0,0,0,High
1527687,2,Delhi Capitals,11,6,6,0,6.0,0,0,Medium
1527687,2,Delhi Capitals,12,12,6,0,12.0,0,0,High
1527687,2,Delhi Capitals,13,4,6,1,4.0,1,0,Low
1527687,2,Delhi Capitals,14,8,6,0,8.0,0,0,Medium
1527687,2,Delhi Capitals,15,16,6,0,16.0,0,1,Very High
1527687,2,Delhi Capitals,16,7,6,2,7.0,1,0,Medium
1527687,2,Delhi Capitals,17,9,6,0,9.0,0,0,Medium
1527687,2,Delhi Capitals,18,23,6,0,23.0,0,1,Very High
1527687,2,Delhi Capitals,19,11,6,2,11.0,1,0,High
1527688,1,Kolkata Knight Riders,0,6,6,0,6.0,0,0,Medium
1527688,1,Kolkata Knight Riders,1,10,6,1,10.0,1,0,High
1527688,1,Kolkata Knight Riders,2,5,6,0,5.0,0,0,Low
1527688,1,Kolkata Knight Riders,3,9,6,0,9.0,0,0,Medium
1527688,1,Kolkata Knight Riders,4,10,6,0,10.0,0,0,High
1527688,1,Kolkata Knight Riders,5,16,6,0,16.0,0,1,Very High
1527688,1,Kolkata Knight Riders,6,9,6,0,9.0,0,0,Medium
1527688,1,Kolkata Knight Riders,7,9,6,0,9.0,0,0,Medium
1527688,1,Kolkata Knight Riders,8,15,6,0,15.0,0,1,Very High
1527688,1,Kolkata Knight Riders,9,9,6,0,9.0,0,0,Medium
1527688,1,Kolkata Knight Riders,10,4,6,1,4.0,1,0,Low
1527688,1,Kolkata Knight Riders,11,4,6,1,4.0,1,0,Low
1527688,1,Kolkata Knight Riders,12,5,6,0,5.0,0,0,Low
1527688,1,Kolkata Knight Riders,13,1,6,1,1.0,1,0,Low
1527688,1,Kolkata Knight Riders,14,3,6,0,3.0,0,0,Low
1527688,1,Kolkata Knight Riders,15,12,6,0,12.0,0,0,High
1527688,1,Kolkata Knight Riders,16,17,6,0,17.0,0,1,Very High
1527688,1,Kolkata Knight Riders,17,13,6,0,13.0,0,0,High
1527688,1,Kolkata Knight Riders,18,12,6,0,12.0,0,0,High
1527688,1,Kolkata Knight Riders,19,12,6,0,12.0,0,0,High
1527688,2,Lucknow Super Giants,0,6,6,0,6.0,0,0,Medium
1527688,2,Lucknow Super Giants,1,7,6,0,7.0,0,0,Medium
1527688,2,Lucknow Super Giants,2,18,6,0,18.0,0,1,Very High
1527688,2,Lucknow Super Giants,3,10,6,0,10.0,0,0,High
1527688,2,Lucknow Super Giants,4,8,6,2,8.0,1,0,Medium
1527688,2,Lucknow Super Giants,5,7,6,0,7.0,0,0,Medium
1527688,2,Lucknow Super Giants,6,12,6,0,12.0,0,0,High
1527688,2,Lucknow Super Giants,7,4,6,0,4.0,0,0,Low
1527688,2,Lucknow Super Giants,8,12,6,1,12.0,1,0,High
1527688,2,Lucknow Super Giants,9,1,6,0,1.0,0,0,Low
1527688,2,Lucknow Super Giants,10,5,6,0,5.0,0,0,Low
1527688,2,Lucknow Super Giants,11,6,6,1,6.0,1,0,Medium
1527688,2,Lucknow Super Giants,12,8,6,1,8.0,1,0,Medium
1527688,2,Lucknow Super Giants,13,15,6,0,15.0,0,1,Very High
1527688,2,Lucknow Super Giants,14,8,6,1,8.0,1,0,Medium
1527688,2,Lucknow Super Giants,15,1,6,1,1.0,1,0,Low
1527688,2,Lucknow Super Giants,16,11,6,0,11.0,0,0,High
1527688,2,Lucknow Super Giants,17,13,6,0,13.0,0,0,High
1527688,2,Lucknow Super Giants,18,16,6,0,16.0,0,1,Very High
1527688,2,Lucknow Super Giants,19,14,6,0,14.0,0,0,High
1527689,1,Royal Challengers Bengaluru,0,13,6,1,13.0,1,0,High
1527689,1,Royal Challengers Bengaluru,1,19,6,0,19.0,0,1,Very High
1527689,1,Royal Challengers Bengaluru,2,13,6,1,13.0,1,0,High
1527689,1,Royal Challengers Bengaluru,3,10,6,0,10.0,0,0,High
1527689,1,Royal Challengers Bengaluru,4,3,6,1,3.0,1,0,Low
1527689,1,Royal Challengers Bengaluru,5,3,6,0,3.0,0,0,Low
1527689,1,Royal Challengers Bengaluru,6,4,6,1,4.0,1,0,Low
1527689,1,Royal Challengers Bengaluru,7,8,6,0,8.0,0,0,Medium
1527689,1,Royal Challengers Bengaluru,8,9,6,1,9.0,1,0,Medium
1527689,1,Royal Challengers Bengaluru,9,7,6,0,7.0,0,0,Medium
1527689,1,Royal Challengers Bengaluru,10,5,6,1,5.0,1,0,Low
1527689,1,Royal Challengers Bengaluru,11,10,6,0,10.0,0,0,High
1527689,1,Royal Challengers Bengaluru,12,15,6,0,15.0,0,1,Very High
1527689,1,Royal Challengers Bengaluru,13,6,6,1,6.0,1,0,Medium
1527689,1,Royal Challengers Bengaluru,14,14,6,0,14.0,0,0,High
1527689,1,Royal Challengers Bengaluru,15,11,6,0,11.0,0,0,High
1527689,1,Royal Challengers Bengaluru,16,16,6,0,16.0,0,1,Very High
1527689,1,Royal Challengers Bengaluru,17,5,6,1,5.0,1,0,Low
1527689,1,Royal Challengers Bengaluru,18,9,6,0,9.0,0,0,Medium
1527689,1,Royal Challengers Bengaluru,19,21,6,0,21.0,0,1,Very High
1527689,2,Rajasthan Royals,0,9,6,0,9.0,0,0,Medium
1527689,2,Rajasthan Royals,1,12,6,1,12.0,1,0,High
1527689,2,Rajasthan Royals,2,16,6,0,16.0,0,1,Very High
1527689,2,Rajasthan Royals,3,19,6,0,19.0,0,1,Very High
1527689,2,Rajasthan Royals,4,17,6,0,17.0,0,1,Very High
1527689,2,Rajasthan Royals,5,24,6,0,24.0,0,1,Very High
1527689,2,Rajasthan Royals,6,14,6,0,14.0,0,0,High
1527689,2,Rajasthan Royals,7,18,6,0,18.0,0,1,Very High
1527689,2,Rajasthan Royals,8,3,6,2,3.0,1,0,Low
1527689,2,Rajasthan Royals,9,5,6,1,5.0,1,0,Low
1527689,2,Rajasthan Royals,10,4,6,0,4.0,0,0,Low
1527689,2,Rajasthan Royals,11,4,6,0,4.0,0,0,Low
1527689,2,Rajasthan Royals,12,9,6,0,9.0,0,0,Medium
1527689,2,Rajasthan Royals,13,9,6,0,9.0,0,0,Medium
1527689,2,Rajasthan Royals,14,14,6,0,14.0,0,0,High
1527689,2,Rajasthan Royals,15,7,6,0,7.0,0,0,Medium
1527689,2,Rajasthan Royals,16,7,6,0,7.0,0,0,Medium
1527689,2,Rajasthan Royals,17,11,6,0,11.0,0,0,High
1527690,1,Sunrisers Hyderabad,0,9,6,0,9.0,0,0,Medium
1527690,1,Sunrisers Hyderabad,1,11,6,0,11.0,0,0,High
1527690,1,Sunrisers Hyderabad,2,22,6,0,22.0,0,1,Very High
1527690,1,Sunrisers Hyderabad,3,16,6,0,16.0,0,1,Very High
1527690,1,Sunrisers Hyderabad,4,24,6,0,24.0,0,1,Very High
1527690,1,Sunrisers Hyderabad,5,21,6,0,21.0,0,1,Very High
1527690,1,Sunrisers Hyderabad,6,6,6,0,6.0,0,0,Medium
1527690,1,Sunrisers Hyderabad,7,9,6,0,9.0,0,0,Medium
1527690,1,Sunrisers Hyderabad,8,3,6,2,3.0,1,0,Low
1527690,1,Sunrisers Hyderabad,9,8,6,0,8.0,0,0,Medium
1527690,1,Sunrisers Hyderabad,10,11,6,0,11.0,0,0,High
1527690,1,Sunrisers Hyderabad,11,8,6,0,8.0,0,0,Medium
1527690,1,Sunrisers Hyderabad,12,9,6,0,9.0,0,0,Medium
1527690,1,Sunrisers Hyderabad,13,9,6,1,9.0,1,0,Medium
1527690,1,Sunrisers Hyderabad,14,7,6,0,7.0,0,0,Medium
1527690,1,Sunrisers Hyderabad,15,6,6,0,6.0,0,0,Medium
1527690,1,Sunrisers Hyderabad,16,15,6,1,15.0,1,1,Very High
1527690,1,Sunrisers Hyderabad,17,9,6,0,9.0,0,0,Medium
1527690,1,Sunrisers Hyderabad,18,8,6,1,8.0,1,0,Medium
1527690,1,Sunrisers Hyderabad,19,5,6,1,5.0,1,0,Low
1527690,2,Punjab Kings,0,18,6,0,18.0,0,1,Very High
1527690,2,Punjab Kings,1,11,6,0,11.0,0,0,High
1527690,2,Punjab Kings,2,11,6,0,11.0,0,0,High
1527690,2,Punjab Kings,3,15,6,0,15.0,0,1,Very High
1527690,2,Punjab Kings,4,17,6,0,17.0,0,1,Very High
1527690,2,Punjab Kings,5,21,6,0,21.0,0,1,Very High
1527690,2,Punjab Kings,6,8,6,1,8.0,1,0,Medium
1527690,2,Punjab Kings,7,8,6,0,8.0,0,0,Medium
1527690,2,Punjab Kings,8,9,6,1,9.0,1,0,Medium
1527690,2,Punjab Kings,9,6,6,0,6.0,0,0,Medium
1527690,2,Punjab Kings,10,12,6,1,12.0,1,0,High
1527690,2,Punjab Kings,11,14,6,0,14.0,0,0,High
1527690,2,Punjab Kings,12,4,6,0,4.0,0,0,Low
1527690,2,Punjab Kings,13,7,6,0,7.0,0,0,Medium
1527690,2,Punjab Kings,14,18,6,0,18.0,0,1,Very High
1527690,2,Punjab Kings,15,18,6,0,18.0,0,1,Very High
1527690,2,Punjab Kings,16,5,6,1,5.0,1,0,Low
1527690,2,Punjab Kings,17,14,6,0,14.0,0,0,High
1527690,2,Punjab Kings,18,7,5,0,8.4,0,0,Medium
1527691,1,Chennai Super Kings,0,10,6,0,10.0,0,0,High
1527691,1,Chennai Super Kings,1,10,6,0,10.0,0,0,High
1527691,1,Chennai Super Kings,2,7,6,0,7.0,0,0,Medium
1527691,1,Chennai Super Kings,3,13,6,0,13.0,0,0,High
1527691,1,Chennai Super Kings,4,9,6,0,9.0,0,0,Medium
1527691,1,Chennai Super Kings,5,12,6,0,12.0,0,0,High
1527691,1,Chennai Super Kings,6,4,6,1,4.0,1,0,Low
1527691,1,Chennai Super Kings,7,8,6,0,8.0,0,0,Medium
1527691,1,Chennai Super Kings,8,4,6,0,4.0,0,0,Low
1527691,1,Chennai Super Kings,9,11,6,0,11.0,0,0,High
1527691,1,Chennai Super Kings,10,15,6,0,15.0,0,1,Very High
1527691,1,Chennai Super Kings,11,16,6,0,16.0,0,1,Very High
1527691,1,Chennai Super Kings,12,11,6,0,11.0,0,0,High
1527691,1,Chennai Super Kings,13,11,6,0,11.0,0,0,High
1527691,1,Chennai Super Kings,14,19,6,0,19.0,0,1,Very High
1527691,1,Chennai Super Kings,15,8,6,0,8.0,0,0,Medium
1527691,1,Chennai Super Kings,16,5,6,0,5.0,0,0,Low
1527691,1,Chennai Super Kings,17,11,6,1,11.0,1,0,High
1527691,1,Chennai Super Kings,18,13,6,0,13.0,0,0,High
1527691,1,Chennai Super Kings,19,15,6,0,15.0,0,1,Very High
1527691,2,Delhi Capitals,0,8,6,0,8.0,0,0,Medium
1527691,2,Delhi Capitals,1,16,6,0,16.0,0,1,Very High
1527691,2,Delhi Capitals,2,12,6,0,12.0,0,0,High
1527691,2,Delhi Capitals,3,16,6,0,16.0,0,1,Very High
1527691,2,Delhi Capitals,4,9,6,1,9.0,1,0,Medium
1527691,2,Delhi Capitals,5,5,6,1,5.0,1,0,Low
1527691,2,Delhi Capitals,6,7,6,1,7.0,1,0,Medium
1527691,2,Delhi Capitals,7,3,6,1,3.0,1,0,Low
1527691,2,Delhi Capitals,8,6,6,0,6.0,0,0,Medium
1527691,2,Delhi Capitals,9,9,6,0,9.0,0,0,Medium
1527691,2,Delhi Capitals,10,15,6,0,15.0,0,1,Very High
1527691,2,Delhi Capitals,11,15,6,0,15.0,0,1,Very High
1527691,2,Delhi Capitals,12,9,6,1,9.0,1,0,Medium
1527691,2,Delhi Capitals,13,8,6,0,8.0,0,0,Medium
1527691,2,Delhi Capitals,14,15,6,1,15.0,1,1,Very High
1527691,2,Delhi Capitals,15,3,6,1,3.0,1,0,Low
1527691,2,Delhi Capitals,16,15,6,0,15.0,0,1,Very High
1527691,2,Delhi Capitals,17,10,6,0,10.0,0,0,High
1527691,2,Delhi Capitals,18,4,6,1,4.0,1,0,Low
1527691,2,Delhi Capitals,19,4,6,2,4.0,1,0,Low
1527692,1,Lucknow Super Giants,0,4,6,0,4.0,0,0,Low
1527692,1,Lucknow Super Giants,1,19,6,1,19.0,1,1,Very High
1527692,1,Lucknow Super Giants,2,7,6,0,7.0,0,0,Medium
1527692,1,Lucknow Super Giants,3,15,6,0,15.0,0,1,Very High
1527692,1,Lucknow Super Giants,4,3,6,1,3.0,1,0,Low
1527692,1,Lucknow Super Giants,5,12,6,0,12.0,0,0,High
1527692,1,Lucknow Super Giants,6,9,6,1,9.0,1,0,Medium
1527692,1,Lucknow Super Giants,7,5,6,0,5.0,0,0,Low
1527692,1,Lucknow Super Giants,8,3,6,1,3.0,1,0,Low
1527692,1,Lucknow Super Giants,9,3,6,0,3.0,0,0,Low
1527692,1,Lucknow Super Giants,10,3,6,0,3.0,0,0,Low
1527692,1,Lucknow Super Giants,11,4,6,0,4.0,0,0,Low
1527692,1,Lucknow Super Giants,12,9,6,0,9.0,0,0,Medium
1527692,1,Lucknow Super Giants,13,13,6,0,13.0,0,0,High
1527692,1,Lucknow Super Giants,14,1,6,1,1.0,1,0,Low
1527692,1,Lucknow Super Giants,15,7,6,0,7.0,0,0,Medium
1527692,1,Lucknow Super Giants,16,3,6,1,3.0,1,0,Low
1527692,1,Lucknow Super Giants,17,11,6,0,11.0,0,0,High
1527692,1,Lucknow Super Giants,18,15,6,1,15.0,1,1,Very High
1527692,1,Lucknow Super Giants,19,18,6,1,18.0,1,1,Very High
1527692,2,Gujarat Titans,0,8,6,0,8.0,0,0,Medium
1527692,2,Gujarat Titans,1,9,6,0,9.0,0,0,Medium
1527692,2,Gujarat Titans,2,2,6,0,2.0,0,0,Low
1527692,2,Gujarat Titans,3,6,6,0,6.0,0,0,Medium
1527692,2,Gujarat Titans,4,20,6,0,20.0,0,1,Very High
1527692,2,Gujarat Titans,5,7,6,1,7.0,1,0,Medium
1527692,2,Gujarat Titans,6,12,6,0,12.0,0,0,High
1527692,2,Gujarat Titans,7,5,6,0,5.0,0,0,Low
1527692,2,Gujarat Titans,8,9,6,0,9.0,0,0,Medium
1527692,2,Gujarat Titans,9,8,6,0,8.0,0,0,Medium
1527692,2,Gujarat Titans,10,8,6,0,8.0,0,0,Medium
1527692,2,Gujarat Titans,11,16,6,0,16.0,0,1,Very High
1527692,2,Gujarat Titans,12,11,6,0,11.0,0,0,High
1527692,2,Gujarat Titans,13,7,6,0,7.0,0,0,Medium
1527692,2,Gujarat Titans,14,2,6,1,2.0,1,0,Low
1527692,2,Gujarat Titans,15,6,6,1,6.0,1,0,Medium
1527692,2,Gujarat Titans,16,9,6,0,9.0,0,0,Medium
1527692,2,Gujarat Titans,17,14,6,0,14.0,0,0,High
1527692,2,Gujarat Titans,18,6,4,0,9.0,0,0,Medium
1527693,1,Royal Challengers Bengaluru,0,13,6,0,13.0,0,0,High
1527693,1,Royal Challengers Bengaluru,1,9,6,0,9.0,0,0,Medium
1527693,1,Royal Challengers Bengaluru,2,11,6,0,11.0,0,0,High
1527693,1,Royal Challengers Bengaluru,3,10,6,0,10.0,0,0,High
1527693,1,Royal Challengers Bengaluru,4,22,6,0,22.0,0,1,Very High
1527693,1,Royal Challengers Bengaluru,5,6,6,0,6.0,0,0,Medium
1527693,1,Royal Challengers Bengaluru,6,4,6,0,4.0,0,0,Low
1527693,1,Royal Challengers Bengaluru,7,20,6,0,20.0,0,1,Very High
1527693,1,Royal Challengers Bengaluru,8,10,6,0,10.0,0,0,High
1527693,1,Royal Challengers Bengaluru,9,10,6,0,10.0,0,0,High
1527693,1,Royal Challengers Bengaluru,10,9,6,1,9.0,1,0,Medium
1527693,1,Royal Challengers Bengaluru,11,20,6,0,20.0,0,1,Very High
1527693,1,Royal Challengers Bengaluru,12,22,6,0,22.0,0,1,Very High
1527693,1,Royal Challengers Bengaluru,13,16,6,0,16.0,0,1,Very High
1527693,1,Royal Challengers Bengaluru,14,4,6,1,4.0,1,0,Low
1527693,1,Royal Challengers Bengaluru,15,7,6,1,7.0,1,0,Medium
1527693,1,Royal Challengers Bengaluru,16,7,6,0,7.0,0,0,Medium
1527693,1,Royal Challengers Bengaluru,17,16,6,0,16.0,0,1,Very High
1527693,1,Royal Challengers Bengaluru,18,13,6,0,13.0,0,0,High
1527693,1,Royal Challengers Bengaluru,19,10,6,1,10.0,1,0,High
1527693,2,Mumbai Indians,0,10,6,0,10.0,0,0,High
1527693,2,Mumbai Indians,1,11,6,0,11.0,0,0,High
1527693,2,Mumbai Indians,2,18,6,0,18.0,0,1,Very High
1527693,2,Mumbai Indians,3,9,6,0,9.0,0,0,Medium
1527693,2,Mumbai Indians,4,8,6,0,8.0,0,0,Medium
1527693,2,Mumbai Indians,5,6,6,1,6.0,1,0,Medium
1527693,2,Mumbai Indians,6,10,6,0,10.0,0,0,High
1527693,2,Mumbai Indians,7,8,6,2,8.0,1,0,Medium
1527693,2,Mumbai Indians,8,5,6,0,5.0,0,0,Low
1527693,2,Mumbai Indians,9,14,6,0,14.0,0,0,High
1527693,2,Mumbai Indians,10,9,6,0,9.0,0,0,Medium
1527693,2,Mumbai Indians,11,11,6,0,11.0,0,0,High
1527693,2,Mumbai Indians,12,5,6,1,5.0,1,0,Low
1527693,2,Mumbai Indians,13,14,6,0,14.0,0,0,High
1527693,2,Mumbai Indians,14,9,6,1,9.0,1,0,Medium
1527693,2,Mumbai Indians,15,10,6,1,10.0,1,0,High
1527693,2,Mumbai Indians,16,9,6,0,9.0,0,0,Medium
1527693,2,Mumbai Indians,17,21,6,0,21.0,0,1,Very High
1527693,2,Mumbai Indians,18,9,6,0,9.0,0,0,Medium
1527693,2,Mumbai Indians,19,26,6,0,26.0,0,1,Very High
1529264,1,Sunrisers Hyderabad,0,2,6,1,2.0,1,0,Low
1529264,1,Sunrisers Hyderabad,1,4,6,0,4.0,0,0,Low
1529264,1,Sunrisers Hyderabad,2,10,6,0,10.0,0,0,High
1529264,1,Sunrisers Hyderabad,3,12,6,0,12.0,0,0,High
1529264,1,Sunrisers Hyderabad,4,12,6,0,12.0,0,0,High
1529264,1,Sunrisers Hyderabad,5,11,6,0,11.0,0,0,High
1529264,1,Sunrisers Hyderabad,6,5,6,1,5.0,1,0,Low
1529264,1,Sunrisers Hyderabad,7,6,6,0,6.0,0,0,Medium
1529264,1,Sunrisers Hyderabad,8,11,6,0,11.0,0,0,High
1529264,1,Sunrisers Hyderabad,9,16,6,0,16.0,0,1,Very High
1529264,1,Sunrisers Hyderabad,10,21,6,0,21.0,0,1,Very High
1529264,1,Sunrisers Hyderabad,11,13,6,0,13.0,0,0,High
1529264,1,Sunrisers Hyderabad,12,17,6,0,17.0,0,1,Very High
1529264,1,Sunrisers Hyderabad,13,4,6,1,4.0,1,0,Low
1529264,1,Sunrisers Hyderabad,14,9,6,0,9.0,0,0,Medium
1529264,1,Sunrisers Hyderabad,15,9,6,1,9.0,1,0,Medium
1529264,1,Sunrisers Hyderabad,16,7,6,0,7.0,0,0,Medium
1529264,1,Sunrisers Hyderabad,17,24,6,0,24.0,0,1,Very High
1529264,1,Sunrisers Hyderabad,18,8,6,1,8.0,1,0,Medium
1529264,1,Sunrisers Hyderabad,19,14,6,1,14.0,1,0,High
1529264,2,Rajasthan Royals,0,1,6,3,1.0,1,0,Low
1529264,2,Rajasthan Royals,1,3,6,1,3.0,1,0,Low
1529264,2,Rajasthan Royals,2,5,6,1,5.0,1,0,Low
1529264,2,Rajasthan Royals,3,11,6,0,11.0,0,0,High
1529264,2,Rajasthan Royals,4,12,6,0,12.0,0,0,High
1529264,2,Rajasthan Royals,5,8,6,0,8.0,0,0,Medium
1529264,2,Rajasthan Royals,6,11,6,0,11.0,0,0,High
1529264,2,Rajasthan Royals,7,7,6,0,7.0,0,0,Medium
1529264,2,Rajasthan Royals,8,4,6,0,4.0,0,0,Low
1529264,2,Rajasthan Royals,9,8,6,0,8.0,0,0,Medium
1529264,2,Rajasthan Royals,10,13,6,0,13.0,0,0,High
1529264,2,Rajasthan Royals,11,14,6,0,14.0,0,0,High
1529264,2,Rajasthan Royals,12,12,6,0,12.0,0,0,High
1529264,2,Rajasthan Royals,13,11,6,0,11.0,0,0,High
1529264,2,Rajasthan Royals,14,7,6,1,7.0,1,0,Medium
1529264,2,Rajasthan Royals,15,10,6,1,10.0,1,0,High
1529264,2,Rajasthan Royals,16,3,6,2,3.0,1,0,Low
1529264,2,Rajasthan Royals,17,16,6,0,16.0,0,1,Very High
1529264,2,Rajasthan Royals,18,3,6,1,3.0,1,0,Low
1529265,1,Chennai Super Kings,0,14,6,0,14.0,0,0,High
1529265,1,Chennai Super Kings,1,10,6,0,10.0,0,0,High
1529265,1,Chennai Super Kings,2,7,6,1,7.0,1,0,Medium
1529265,1,Chennai Super Kings,3,21,6,0,21.0,0,1,Very High
1529265,1,Chennai Super Kings,4,8,6,0,8.0,0,0,Medium
1529265,1,Chennai Super Kings,5,12,6,1,12.0,1,0,High
1529265,1,Chennai Super Kings,6,9,6,0,9.0,0,0,Medium
1529265,1,Chennai Super Kings,7,8,6,0,8.0,0,0,Medium
